reviewId,rating,reviewHeadline,reviewContent,reviewDate
Nuvo Alpha NS35,4 stars,Excellent Battery Backup..,This is the phone have excellent Battery Backup. It gives long hours Battery Backup during 3G or In Tethering. Also Best support in All Android app Feature. It is good in Battery Backup in this Price Range... I have used this mobile past three Month and battery backup is not going down..!!!! 0 users found this review helpful helpful?,"08 Oct 2015,"
Nuvo Alpha NS35,4 stars,Money Value,"Except heating issue & sound everything looks fine. Internet is fast , we can download enough applications . It looks like RAM is IGB and internal memeory 2 GB .Cheap and Best 0 users found this review helpful helpful?","13 Sep 2015,"
Nuvo Alpha NS35,4 stars,nice,not hang. then using friendly. nice product . not heating so good ram & rom as enough this product.................................................................. 0 users found this review helpful helpful?,"01 Jul 2015,"
Rage Grace,3 stars,nice in this price...,good one... 0 users found this review helpful helpful?,"16 Jan 2016,"
Rage Grace,5 stars,very good and very handy,nice phone nice design good quality 1gb of ram 8gb of internal is very good in this price range. i like the offer from snapdeal thank you so much. 0 users found this review helpful helpful?,"07 Jan 2016,"
Rage Grace,1 stars,Fair Product,"I brought this product its one of my very worst shopping in my life pls don't by this product, i received very very very late delivery, the main problem is mobile is suddenly switchoff automatically its happens daily one or two times per day,,,,,,( No Comments) 0 users found this review helpful helpful?","03 Jan 2016,"
Rage Grace,5 stars,rage grace quad core,very gud mobile 4 dis prize display or sound r vry nyc 0 users found this review helpful helpful?,"25 Dec 2015,"
Rage Grace,5 stars,Awesome Mobile,Amazing speed. Nice phone with great features. It has really remarkable features in this price range.It gives great music experience and smooth experience to run multiple heavy apps simultaneous. 0 users found this review helpful helpful?,"01 Aug 2015,"
Intex Cloud N IPS,5 stars,exceeeelllllentttt,outstanding performance 0 users found this review helpful helpful?,"14 May 2016,"
Intex Cloud N IPS,4 stars,Good product and perfect service,This product are so good and thanks to Snapdeal to fastest delavery.. And great service.. 0 users found this review helpful helpful?,"20 Nov 2015,"
Intex Cloud N IPS,5 stars,love the mobile,this was my first smartphone as well as my 1st online purchase. i was very excited and also tensed regarding the quality of the phone and also its performance. but when i received the mobile i was very hapy because the phone was very well packed and th eprformance of the phone is also very nice. i would recommend the product and also shopclues website. thank you SHOPCLUES.... 0 users found this review helpful helpful?,"05 Nov 2015,"
Intex Cloud N IPS,3 stars,Touch,"Good phone.. But poor quality touch, all other things ate good 0 users found this review helpful helpful?","07 Sep 2015,"
Intex Cloud N IPS,3 stars,Cons,Alarm doesn't work. almost ruined my career! Otherwise its good. 0 users found this review helpful helpful?,"06 Sep 2015,"
Motorola Moto X (3rd Gen),5 stars,BEST PHONE FROM MOTO,I STILL WATING FOR THIS PHONE...PLZZZ LAUNGH IT VERY FAST...I DONT WANT CHANGE MY DECESION ABOUT THIS PHONE Pros BEST CAMERA BEST KILLER LOOK BEST FEATURES FULL HD VEDIO RECORDING AND IPS SCREEN AND GORELLA GLASS Cons BATTERY IS NON REMOVAL......OKKK......ITS DOES NOT MATTER....BUT I FACING POLYMER BATTERY PROBLEM...... 31 users found this review helpful helpful?,"09 Aug 2015,"
Motorola Moto X (3rd Gen),4 stars,its good i m also waiting...,Camera and memory osm.. 5 users found this review helpful helpful?,"03 Dec 2015,"
Motorola Moto X (3rd Gen),4 stars,Excellent,"It is excellent mobile... My friend had this mobile, I liked it, and also got good review from her. So now I am also going to buy this mobile... 4 users found this review helpful helpful?","07 Dec 2015,"
Motorola Moto X (3rd Gen),5 stars,Best in Class,Best Perfonce voice quailily and good battery backup. Good Net speed 3 users found this review helpful helpful?,"15 Feb 2016,"
Motorola Moto X (3rd Gen),5 stars,Beast!! don't get confused by negative reviews.,"Best phone if u want a good battery, sharp display, attractive and branded phone..better than lenovo p1 vibe and k4 note just becoz of its brand value and stable performance.. Not a single lag till date 3 users found this review helpful helpful?","02 Feb 2016,"
Videocon V1573,4 stars,Good phone,Value for money 0 users found this review helpful helpful?,"18 Apr 2016,"
Videocon V1573,3 stars,Weak performance,Screen is good battery performance not good 0 users found this review helpful helpful?,"17 Apr 2016,"
Videocon V1573,5 stars,Super.. Good condition,"Videocon v1573 mobil is gread.and good quality and flash light, amazing.thanks for snapdeal. 0 users found this review helpful helpful?","29 Mar 2016,"
Videocon V1573,5 stars,Good mobile Videocon v1573,I Happy this mobile very good 0 users found this review helpful helpful?,"25 Feb 2016,"
Videocon V1573,5 stars,Best One....,"V 1573 Dual Sim Mobile Good, This Price No. 1 Mobile. 0 users found this review helpful helpful?","18 Nov 2015,"
Rage Yo,4 stars,Best item in less price,Best phone at a less price But there is a problem on phone that there are no vibration on phone Overall this is a good phone 7 users found this review helpful helpful?,"23 Apr 2016,"
Rage Yo,4 stars,Four Stars,Good product but no charger.......... 7 users found this review helpful helpful?,"24 Feb 2016,"
Rage Yo,4 stars,"My finnal verdict, even though the Cons are major but in 299 I think it's an average phone","Lucky me! I got this phone in just 299/- on the Great Indian Freedom Sale, and at a price at this it is one of it's kind. Well to be honest, I though this phone's would be same size for any Basic Phone but it's size is smaller then expected, not much but you can actually hide it just in your palms. And it's actually MADE IN INDIA!!! Well getting on with the phone's performance, Pros: * It has actually 800maH battery, although its made by Raga, but still it's 800maH * It has music player, but speakers distorts the sound but it's okay in 300 bucks. * It also has Image viewer, Video player, Sound recorder and FM radio, in Multimedia Section. * It also has a memory to hold 500 contacts in the phone. * And in tools it has Alarm (with 3 timings), Calender, Bluetooth, Calculator, World Clock, and to my surprise it also has a LED torch light. * And in terms of Setting configuration, its pretty basic, Call Settings, Phone settings, Display settings, Security Settings, Network Settings and Profiles. * It also have a memory card slot, I tried 8GB class 4 and its working fine. * And one last thing, it also have a Icon for ""Raga Treasure Box"", which contains Blacklist and Auto Call recording. Cons: * The major disappointment is that its MRP is 900/- but has a distinctive look of a Toy phone due to its plastic body, which is very fragile and if you hold it tightly it might get crushed. * It doesn't have any GAMES, it only has a single game of Ninja UP, which sucks by the way and it only has 5 trials and after that you have to BUY it, WTF, who would buy a GAME in this thing. * And it doesn't have any functionality for the differentiation with regards to the SIM management, and if your planning to use this as a Basic phones with Dual SIM, I request you to please look other options. read more ? 7 users found this review helpful helpful?","18 Aug 2015,"
Rage Yo,1 stars,totally harassssssssmnt,wtf chrgr hdphn camra missing. 6 users found this review helpful helpful?,"10 Aug 2015,"
Rage Yo,4 stars,Four Stars,Good product ......it's very cute .... But in the box..no charger and earphone... 5 users found this review helpful helpful?,"10 Aug 2015,"
Intex Cloud N 1GB,5 stars,Best budget mobile,Best value for money good camera best gaming experience 0 users found this review helpful helpful?,"12 Feb 2016,"
Intex Cloud N 1GB,1 stars,over heat during use internet,heating problem and automatic switch off during using internet Pros good design andd features Cons overheating and switch off using internet 0 users found this review helpful helpful?,"08 Jul 2015,"
Intex Cloud N 1GB,1 stars,not worth money,Nothing new in dis phone 2 users found this review helpful helpful?,"22 Jul 2015,"
Intex Cloud N 1GB,4 stars,Four Stars,it is a good product 1 users found this review helpful helpful?,"28 Jul 2015,"
Intex Cloud N 1GB,5 stars,Excellent Product,HAPPY SNAPDEAL CUSTOMER ITS SUCH A GREAT SHOPPING EXPERIENCE SNAPDEAL PROVIDE PRODUCT OF GOOD QUALITY AT BETTER PRICE SNAPDEAL YOU ROCK 0 users found this review helpful helpful?,"14 Mar 2016,"
Rage Yo C,2 stars,Rage yoc,"product is average but if u buy it from ebay then u feel like cheated. ebay seller does not provide charger, earphone and usb cable. Pros light weight, slim Cons does not support 16Gb no FM no vibrate on call 0 users found this review helpful helpful?","24 Jul 2015,"
Rage Yo C,3 stars,Three Stars,Not Bad.. 2 users found this review helpful helpful?,"10 May 2016,"
Rage Yo C,1 stars,"Very Bad Product, Waste of time and Money","It is not working Auto Call Recording Function properly, some times the recorded data is not deleting. Very Bad Product, Waste of time and Money. 2 users found this review helpful helpful?","11 Apr 2016,"
Rage Yo C,3 stars,No charger included,The phone is OK for its price but it comes without charger. This is the first time I have come across a phone without stock charger. Luckily I have an old Nokia charger which is compatible with this phone. 2 users found this review helpful helpful?,"30 Jul 2015,"
Rage Yo C,5 stars,Nice basic mobile to buy,"Nice basic mobile to buy. It has a very good torch and good call quality. Best spare mobile to have, go for it you wont regret. 2 users found this review helpful helpful?","18 Jul 2015,"
Karbonn Titanium S320,1 stars,heater,"This works as iron, heats very fast. While calling also you can not hold it near to ear. Bakwas phone. Do not go for any karbon. Intex should be good... 27 users found this review helpful helpful?","09 May 2016,"
Karbonn Titanium S320,5 stars,Five Stars,Speaker problem 24 users found this review helpful helpful?,"15 Apr 2016,"
Karbonn Titanium S320,4 stars,nice phone,Nice phone 24 users found this review helpful helpful?,"22 Feb 2016,"
Karbonn Titanium S320,3 stars,Average Phone,"When I purchased this phone I did not find any review. So here is my review for buyers. After long search with my needs I found this product under my budget. But few things you have to note before buying. Positive: 1. The display quality is very bright and also good in this price. 2. Touch sensitivity is not so smooth, it is average. 3. Sound quality during call, Speaker phone and Media play is very good. But supplied headphone is worst. 4. Aswom look. Back cover is mat type that makes well grip in hand. 5. Many features has introduced in this kitkat version. Menu item looks good. 6. Camera is very good. This is first time I found a well camera from Karbonn as well as non authentic brands. Auto focus, Duel LED flash, High quality secondary camera, Smile detection, HDR, Full HD recording (1920 x 1080), Panorama and Face Beauty mode are its well features. But there is no ISO selecting. Front camera also has auto focus. 7. Battery is very good. It is 3000 mAh and enough for this phone. Negative: 1. It uses Mediatek CPU that is not so good. 2. It has problem in GPS and G-Sensor receiving . It can not catch the signals any where . I came to know that this is a common problem from MediateK CUP and sensors. Karbonn has not fixed this problem. I frequently use offline and online maps, but this disappointed me. My problem will not be solved by the servicing center until it rooted. 3. Other sensor is average. 4. Product seal is worst. It is one sided seal. It can be easily open without cutting the seal of the product. This can be misused Extra Specification Note: 1. CPU- MT6582, 1.3 GHz 2. Cores- 4 3. Architecture- 4x ARM Cortex-A7 @1.30 GHZ 4. Revision- r0p3 5. Process- 28 nm 6. Clock speed- 598 MHz-1.30 GHz 7. GPU Vendor- ARM 8. GPU Renderer- Mali-400MP 9. Java VM- Dalvik 1.6.0 10. OpenGL Es- 2.0 11. Kernel Architecture- armv7l 12. Android API Level- 19 Other specification can be found online. read more ? 13 users found this review helpful helpful?","07 Oct 2015,"
Karbonn Titanium S320,1 stars,One Star,Mobile k but the electronic bares are cannot buy a shop so dont order this mobile. My money waste 10 users found this review helpful helpful?,"10 May 2016,"
Sony Xperia C4 Dual SIM,1 stars,memory card slot,Is their a memory card slot exclude 2 sim card slots 3 users found this review helpful helpful?,"15 Dec 2015,"
Sony Xperia C4 Dual SIM,2 stars,Bad experience,video fies not supported fully hanged. after restart the phone will work otherwise phone will dead 2 users found this review helpful helpful?,"03 Dec 2015,"
Sony Xperia C4 Dual SIM,4 stars,WORTH AND GOOD FOR PRICE,"MOBILE IS GOOD BUT HEATING UP WHEN PLAYING GAMES Pros SPEED PROCESSING,NICE 3G AND 4G,GOOD CAMERA Cons CONS;HEATING UP WHILE PLAYING GAMES USING MORE APPS,BATTERY BACK UP IS SOME WHAT LESS 1 users found this review helpful helpful?","11 Feb 2016,"
Sony Xperia C4 Dual SIM,5 stars,Five Stars,Very very awesome smartphone 36 users found this review helpful helpful?,"12 May 2016,"
Sony Xperia C4 Dual SIM,5 stars,Five Stars,Awesome performance 34 users found this review helpful helpful?,"24 Apr 2016,"
Forme W350,5 stars,Must Buy Phone,"Exceptional Features with such an attractive price range . Value for money!!!!!!!!!!!!!!!!!!! This phone is good to look at. when i saw its features online, i thought it's ok for Rs 1295. But, today i got it delivered, when i actually saw its features, i was soo suprised!! it already has watsapp, twitter, facebook, web browser, video player, and bluetooth!! none of them were written on flipkart's page, in phone's features! one thing is that it should have more battery hours. if u'r still longing to own a flip phone, or having a secondary mobile, then buy this! 6 users found this review helpful helpful?","05 May 2015,"
Forme W350,5 stars,Five Stars,Worth and Excelent Mobile 5 users found this review helpful helpful?,"10 Apr 2016,"
Forme W350,4 stars,1 The Music quality is good. 2 Calling voice quality is excellent,"Forme w350, is indeed a mighty monster. 1) The Music quality is good. 2) Calling voice quality is excellent. 3) Got bluetooth, so that you can use bluetooth music players. 4) Got whatsapp, but will charge more via GPRS. 5) Good speaker at the back and have clear sound quality. 6) SD card supports upto 32GB 7) charges very fast (1 hour full charge). 8) Battery lasts long. 9) got all features for a complete mobile phone. 5 users found this review helpful helpful?","08 Jun 2015,"
Forme W350,1 stars,not good quality,"its too much plasticky............. like a china mobile....... the flip bends while opening.......... i dont think it will last more than 2 months........ features are ok tokay, nothing great 4 users found this review helpful helpful?","19 May 2015,"
Forme W350,2 stars,Cheap Phone,"Quality of the phone is not good at all, It also has a glossy finish where as in the picture it looks matt. 3 users found this review helpful helpful?","13 Aug 2015,"
Intex Aqua Star 2 HD,1 stars,Verry Bad Intex,Verry poor battery performance Verry bad services Hanging Heating 0 users found this review helpful helpful?,"28 Nov 2015,"
Intex Aqua Star 2 HD,1 stars,verry bad,Verry bad battery back up Net speed verry poor Hanging Poor performance Verry poor service 0 users found this review helpful helpful?,"28 Nov 2015,"
Intex Aqua Star 2 HD,4 stars,Good phone in the same specification and Cost,Intex Aqua Start II HD is a good phone in the same specification and price range of other models. Till now no issues with the phone. Slim phone and good Display. 4 users found this review helpful helpful?,"16 May 2015,"
Intex Aqua Star 2 HD,4 stars,Four Stars,Slim nd trim 3 users found this review helpful helpful?,"01 Apr 2016,"
Intex Aqua Star 2 HD,5 stars,SHAIK MOIZ,Ye mobile kamal ka hai battery backup super hai aur display bhi acha hai aur sub games aur apps support karte hai this is superb mobile 3 users found this review helpful helpful?,"18 May 2015,"
Panasonic Eluga L 4G,3 stars,"Good phone with attractive price tag, but I am facing few issues","I have purchased this phone 3 to 4 weeks back. I like the sleek design of the phone and features provided and very attractive price tag. I have been using this from the last 2 to 3 weeks and came across below issues. Contacted the Panasonic customer support and waiting for a response from them. Wanted to share the information for the benefit of other users who might be planning to buy the phone :) ISSUE# 1: When the signal is week and gets lost while on the call (Both my signal or the signal of the person whom I am speaking with) my phone is hanging and resetting/restarting automatically ISSUE# 2: While I am speaking on phone at times (~ 4 to 5 times a day) I am seeing a message that ""SD card is removed un expectedly, please un-mount the card before removing to avoid any loss of data"". Once the call is completed the SD card is auto detected and error message disappears. But, I will not be able to access the applications that are moved to the SD Card (Message ""APP IS NOT INSTALLED"" will display when I try to access the apps moved to SD card). I need to restart my mobile to Fix the issue and access the applications again. 12 users found this review helpful helpful?","17 Jun 2015,"
Panasonic Eluga L 4G,1 stars,ELUGA L REVIEW,really regret to buy this product.... battery drains very quick...heats with normal use . while using the phone in 3G battery lasts for around less than 4hrs... and the phone heats very quickly with normal browsing 9 users found this review helpful helpful?,"25 Jun 2015,"
Panasonic Eluga L 4G,5 stars,Amazing phone ever in this price range...,Sexy look.. Speed is best bec 64 bit snapdragon processor gives more speed.. I love this phone soo mch.. Gorilla glass both the sides.. And the camera quality is best ever... Soo frenzz dnt confused and buy this phone because no phone as compared to eluga l 4g in this range.. 7 users found this review helpful helpful?,"15 May 2015,"
Panasonic Eluga L 4G,5 stars,Amazing product.,"I brought this phone from Panasonic show room. Good camera quality, light weight, Good sound quality. No heating issues. You can by this product. 5 users found this review helpful helpful?","21 May 2015,"
Panasonic Eluga L 4G,1 stars,WASTE PHONE AT THIS PRICE,JUST A GB OF RAM? PANASONIC ENGINEERS HAVE GONE MAD...... 4 users found this review helpful helpful?,"07 Jul 2015,"
Micromax Unite 3 Q372,4 stars,best phone in this range plus micromax is Indian Company,i am using this phone from 21st July. I am sharing my experience upto this day. this is really good product with following PROS and CONS. PROS--- 1) healthy RAM and ROM. 2) soft touch. 3) great slim look. 4) i have not experienced a single experience of this phone get hanged 5) gorilla glass protection. 6) Android lollipop platform. 7) large section of RAM is available for other apps. 8) Indian company Micromax. CONS--- 1) rear camera and flash dont have proper synchronization. 2) small lenghth of charger. 3) battery during charging really surprise u. it will take about half an hour to charge from 99% to 100%. 4) if we keep normal android launcher then it consumes more power. 5) rear camera seems to be about 5 MP though company says it is 8MP. still i recommend this mobile as other mobiles in this range are not good as compare to this mobile. 24 users found this review helpful helpful?,"04 Sep 2015,"
Micromax Unite 3 Q372,5 stars,GOOD ONE !,"I bought this phone a month ago and I am happy with it. nice camera, decent battery back up which surprised me to what I heard of MMX. sound system at its best. also comes with first touch (now coming as Indus OS) feature which, a make in india product and is quite intuitive. easy to use, quite light in weight with zero or less latency in features. 23 users found this review helpful helpful?","14 May 2016,"
Micromax Unite 3 Q372,4 stars,Four Stars,Very good 23 users found this review helpful helpful?,"28 Apr 2016,"
Micromax Unite 3 Q372,5 stars,Five Stars,MICROMAX IS ALWAYS BEST 23 users found this review helpful helpful?,"24 Apr 2016,"
Micromax Unite 3 Q372,4 stars,Good budget smart phone,Product is good and performance also.. But packaging is too poor.. :) 23 users found this review helpful helpful?,"08 Apr 2016,"
Intex Aqua A2,4 stars,Unassuming Yet Efficient & Smooth,"I bought the Aqua A2 on Oct 27, 2015 from this Amazon page. I got the blue color model(see the pics). The accessories provided were charger, headphones, USB cable, user manual, warranty card, invoice, case cover and screen protection. I bought this mainly for a little more internal memory compared to my earlier phone. Since it's been only a day, I cannot provide a detailed opinion, nevertheless I must say it's been really good so far. I'll will update my review with more usage of the phone. Pros: -- The blue back cover(seems prussian blue) looks good and feels smooth to the touch. -- The touch is really smooth. -- Battery has been decent so far. ***NOTE*** The battery is removable. Couple of mobile review sites provide wrong info that it is non-removable. -- Internal memory available is nearly 5.85GB. -- Has Quickoffice(word, excel & powerpoint) that can be handy. -- The flash is good and I got a decent, close up selfie using the front cam. Yet to test the rear cam. There is video and panorama mode available. Cons: -- I've noticed that apps shortcuts on the home screen occasionally disappear after I transfer any media between PC & mobile! But I think this is more of an android issue as I read other brands too facing similar hiccups and occurs mainly on apps that I moved to SD card. -- The case cover provided as accessory is tough to remove once the phone is in. Rather than risk damaging your phone trying to pull it out from the cover, I suggest you buy more easier to use flip covers made especially for this phone and available on Amazon, or check out my reviews on the same. For the price, I think this mobile is very good value for money - unassuming looks yet reflects quality in function & design. Thumbs up :) read more ? 0 users found this review helpful helpful?","28 Oct 2015,"
Intex Aqua A2,1 stars,Mobile,Not good not guiding me in proper manner 0 users found this review helpful helpful?,"24 Jul 2015,"
Karbonn Titanium S15 Plus,4 stars,5 star,Good Phone 3 users found this review helpful helpful?,"12 Apr 2016,"
Karbonn Titanium S15 Plus,4 stars,Four Stars,Nice looks attractive screen works smooth 3 users found this review helpful helpful?,"01 Apr 2016,"
Karbonn Titanium S15 Plus,2 stars,overall review is okay,"the overall performance is very poor.the battery cant withstand for more than 3 hours.less weight ,though it was 5 mega pixel the picture clarity is very poor,the front camera is quiet okay when compare to other phone.cheap price,dual sim is only the positive characters of this phone. 3 users found this review helpful helpful?","30 Aug 2015,"
Karbonn Titanium S15 Plus,1 stars,os complaint,is not working properly 2 users found this review helpful helpful?,"01 Mar 2016,"
Karbonn Titanium S15 Plus,4 stars,Nice phone in this range.,working fine no problem of hang or hit. 1 users found this review helpful helpful?,"18 Apr 2016,"
Karbonn Titanium Dazzle S202,2 stars,Poor Battery,"Battery worn out very soon if you use Net GPS , 8 users found this review helpful helpful?","29 Jun 2015,"
Karbonn Titanium Dazzle S202,4 stars,Four Stars,good 6 users found this review helpful helpful?,"08 Apr 2016,"
Karbonn Titanium Dazzle S202,5 stars,Awesome karbonn,Awesome mobile .great features good specification good for gaming and chating No hang nothing its great mobile Buy this mobile and enjoy 6 users found this review helpful helpful?,"09 Jul 2015,"
Karbonn Titanium Dazzle S202,4 stars,v..good,I never found any phone this price and features ..v ...good.. .....product 3 users found this review helpful helpful?,"18 Jun 2015,"
Karbonn Titanium Dazzle S202,1 stars,One Star,Rtn order is taken on 18th feb2016 still u r not taken my mobile back 2 users found this review helpful helpful?,"19 Mar 2016,"
Micromax Canvas A1 AQ4502,4 stars,Good but not more than one year,Iam using this mobile since Jan 2015 it seems I have exchanged with 8gb after 6months .up now it's superb phone but somewhat lags after getting flow of updates but it's good 8 users found this review helpful helpful?,"13 May 2016,"
Micromax Canvas A1 AQ4502,5 stars,Great phone,It's a good phone for a budget of 6000...Touch is smooth.No lag at all... 7 users found this review helpful helpful?,"26 Apr 2016,"
Micromax Canvas A1 AQ4502,4 stars,Four Stars,"Good one, I am liking it. 7 users found this review helpful helpful?","06 Apr 2016,"
Micromax Canvas A1 AQ4502,5 stars,Five Stars,This is a good phone and good touch. 7 users found this review helpful helpful?,"09 Mar 2016,"
Micromax Canvas A1 AQ4502,5 stars,Five Stars,Loved it!!! 7 users found this review helpful helpful?,"15 Feb 2016,"
Micromax Bolt D200,4 stars,Good service. Thank,"User friendly mobile, economical. Good service. Thank you 1 users found this review helpful helpful?","26 Apr 2016,"
Micromax Bolt D200,5 stars,Five Stars,good 1 users found this review helpful helpful?,"19 Apr 2016,"
Micromax Bolt D200,5 stars,Five Stars,thanks 0 users found this review helpful helpful?,"14 Apr 2016,"
Micromax Bolt D200,1 stars,BATTERY VERY BAD,"BATTERY NOT GOOD, EVERY FIVE HOURS NEED TO CHARGE. DO NOT KNOW EXACT PROBLEM REGARDING ABOVE. 0 users found this review helpful helpful?","13 Apr 2016,"
Micromax Bolt D200,1 stars,Amazon not helping in replacement.,There is lots of problem with this phone. It's gets hang every now and then. I want a replacement or a better phone. I am ready to pay the price difference. 0 users found this review helpful helpful?,"06 Apr 2016,"
Intex Aqua Life 2,4 stars,great ... better than xolo prime,great design .plus looks great in blac n blue colour...batery is a plus...but its better to purchase from shop...rather go online... i buyed it at 4900 only Pros looks performace light weight. Cons front camera should have been more better... but what more u want in such a price 3 users found this review helpful helpful?,"04 Jun 2015,"
Intex Aqua Life 2,4 stars,over all a good phone,"We can play high graphic games like ""mortal kombat x"" ,""gangster vegas"",""asphalt 8"",""gta series"",""modren combat4"" ,""dark knight rises""..etc., with out any lags with apt medium graphics 1 users found this review helpful helpful?","29 Mar 2016,"
Intex Aqua Life 2,2 stars,Battery soo poor,Why its battery backup soo poor plz help me i want to change my battery 1 users found this review helpful helpful?,"27 Aug 2015,"
Intex Aqua Life 2,1 stars,vishal,It's very bad phone camera quality is bad. I'm really felling guilty buy the phone. 0 users found this review helpful helpful?,"04 May 2016,"
Intex Aqua Life 2,3 stars,i can not support this Seller & phone,"in description mentioned as primary cam - 5 to 7.9 mega pixel but it is only 5 mega pixel, and charger is not working. as we purchased COD basis we not returned the mobile ( we don't want to face refund issues as SD CASH or Free charge Balance) . i request snapdeal Don't encourage these false description & take an action for these type of issues and on sellers. 0 users found this review helpful helpful?","05 Apr 2016,"
Samsung Galaxy J7,1 stars,This not a 4G Smart Phone,It doesn't support 4G LTE in India. It has no 2300 band (Band 40) support . It is not a 4G smart phone in India. As usual Samsung Cheating the consumers. No gorilla glass. Has only 1.5 GB Ram. Atleast 2GB Ram is needed. Processor is very new to the market. Over priced. Pros AMOLED Display Cons It doesn&#39;t support 4G LTE in India. It has no 2300 band (Band 40) support . It is not a 4G smart phone in India. As usual Samsung Cheating the consumers. No gorilla glass. Has only 1.5 GB Ram. Atleast 2GB Ram is needed. Processor is very new to 191 users found this review helpful helpful?,"17 Jul 2015,"
Samsung Galaxy J7,5 stars,The Best of Samsung Phones,"I like phone alot by colour, size ,net speed , technology ,android version. Pros Design ,speed ,range ,capacity , and many more. Cons some features of premium phones like s6 note4 83 users found this review helpful helpful?","10 Jul 2015,"
Samsung Galaxy J7,1 stars,plz dont waste money to this phone,Bad phone 29 users found this review helpful helpful?,"11 Dec 2015,"
Samsung Galaxy J7,4 stars,Average Phone,Average 23 users found this review helpful helpful?,"10 Dec 2015,"
Samsung Galaxy J7,5 stars,Best In Class,"This phone is the only one which at this best price gives you the ""Smart Royalty "". Golden Colour is awsome ... 23 users found this review helpful helpful?","30 Nov 2015,"
Samsung Galaxy J5,1 stars,a mediocre phone,"To retain its top position in indian market samsung(presently holding approx 21% while micromax at 19%) was in need to launch a good handset with price within 10k. When lenovo, xiaomi,motorola are offering high value for money phones,samsung again launched a phone with same old design and at price of Rs.11999 (+1= Rs 12000.00) through flipkart only.And its about 10 days passed by, after its official launch in delhi on 16th july,till now none is lucky to get it in hand.Why they took this strategy to falsely increase the demand? Samsung should make it available in open retail shops immediately or people will loss interest in it. Moreover after some 1 months of online selling,this will come to offline market with little high price and then after 4-5 months it will go much down ! please samsung grow up ! You are not making us(customers) obliged by selling phones................... now we have much more options in hand.Motorola moto G 3rd gen will be a much more good option at same price range.Be courageous try other phones and dont spend your hard earned money after samsung.............. let samsung compete to satisfy customers. Pros 4 G super amoled screen in indian variation Android 5.1.1 OS 13 MP primary camera and front flash with 5MP in front Its okay with 294 ppi Cons Same monotonous old looks Highly priced must be under Rs.10,000.00 RAM is 1.5 which should be 2 GB ROM is 8 GB but should be 16 GB Processor is 1.2 GHz but should be 1.7. NO protective glass screen no dolby sound Plastic 52 users found this review helpful helpful?","25 Jul 2015,"
Samsung Galaxy J5,5 stars,overall,This phone screen camera batry overall are is the very exelent 3 users found this review helpful helpful?,"07 Dec 2015,"
Samsung Galaxy J5,4 stars,all over good,i am using this phone it is very good mobile. 2 users found this review helpful helpful?,"04 Dec 2015,"
Samsung Galaxy J5,5 stars,samsang galaxy j5,Very good phone good Carrey backup and1.2 gb ram like 2gb Am full satisfay 0 users found this review helpful helpful?,"17 Feb 2016,"
Samsung Galaxy J5,5 stars,Excellent phone.....,"Best phone by Samsung in this price. First of all display is very very good. Phone has no hanging problem so this is improved result from Samsung. No hanging issue during games. Camera quality is superb 13 mp rear and 5mp front both are excellent. Battery backup is also good. This phone is slim and light weight so user experience is excellent. I m happy to bought this product. IMPORTANT NOTE: 1, First of all check the IMEI number of your phone which one you have bought from Flipkart or any other sites. Check your IMEI number which is in box with thiis code. If both are same then there is no problem with the phone. Here is IMEI checking number: *#06#. Thank you for reading. 111 users found this review helpful helpful?","05 Aug 2015,"
Reliance Lava EG841,4 stars,High price with Original,Actually i want to buy this product .but in reliance store price of this product is 5999/- .. why taking too much price on same product.. 2 users found this review helpful helpful?,"11 Sep 2015,"
Reliance Lava EG841,3 stars,Three Stars,upset with the product. It hangs frequently. 1 users found this review helpful helpful?,"05 Mar 2016,"
Reliance Lava EG841,1 stars,One Star,I want the best cdma smartphone of branded company 1 users found this review helpful helpful?,"17 Feb 2016,"
Reliance Lava EG841,1 stars,Doesn't work..,Phone is not switching on.. not a gud phone to buy.. 1 users found this review helpful helpful?,"15 Feb 2016,"
Reliance Lava EG841,5 stars,Five Stars,Very nice phone must buy 1 users found this review helpful helpful?,"30 Jan 2016,"
Intex Aqua Power Plus,4 stars,GOOD PHONE,i bought tis phone from ebay.good phone.display is good.camera is also good but the sound quality is like cheap chinese phones.listning music feels good bu the notification tone will make you realise this.you can reduce the tone not a big deal. NOTE: battery surely not seems to be 4000mah.if you are buying the phone just for battery i prefer NOT TO BUY. Pros value for money good camera(primary and secondary both) fast processing lot of ram very good display lot of storage must buy Cons sound quality not good but can be sort out. lollipop draining the battery. battery surely not seems to be 4000mah.if you are buyin the phone just for battery i prefer not to buy. 11 users found this review helpful helpful?,"29 May 2015,"
Intex Aqua Power Plus,5 stars,good battery life,lollipop is best 6 users found this review helpful helpful?,"28 Jul 2015,"
